height_Mm,temperature_K,pressure_dyn_cm2,i_extension,f_extension_1e16_cm3,i_pw_H,f_pw_H_1e16_cm3,C_i_applied,C_f_applied,i_pw_total_e,f_pw_total_e_1e16_cm3,iterations,duration_s
29,8000,0.01,0.8017415796,6.13436367,0.7925152962,8.977138601,1.011641773,0.6833317322,0.793601678,9.001767236,96,34.25321213
29,8000,0.02,0.6829110769,5.13834905,0.6740507687,7.932069763,1.013144868,0.6477942333,0.6751071415,7.956951537,97,34.63763323
29,8000,0.05,0.502859699,4.334991123,0.4715483266,7.197167513,1.066401195,0.6023190533,0.4725812099,7.228731514,99,28.94680184
29,8000,0.1,0.3924521195,4.042339996,0.34012391,7.008114806,1.153850429,0.5768084725,0.3411444909,7.050235213,100,28.27516935
29,8000,0.2,0.3212782773,4.032808611,0.2677714422,6.958316837,1.199822784,0.5795666834,0.2687798422,7.010824145,100,19.89024114
29,10000,0.01,0.8516147412,7.442160694,0.8444932178,10.13081449,1.008432896,0.7346063541,0.8916728817,11.29439957,111,31.83998552
29,10000,0.02,0.7626302472,6.042201098,0.7638897611,8.694430671,0.9983511836,0.6949507479,0.7978313613,9.484227833,125,43.55869574
29,10000,0.05,0.6623296892,4.535509899,0.693710869,7.759489355,0.9547633155,0.5845113887,0.7128192376,8.19284932,136,29.66337493
29,10000,0.1,0.6711870093,4.342967031,0.7050574824,7.909700632,0.9519606928,0.5490684455,0.7161853815,8.161348048,136,26.29405612
29,10000,0.2,0.7111554876,4.542896633,0.7206682217,8.27388345,0.98680012,0.5490646152,0.7270305793,8.420618866,133,47.59318086
29,12000,0.01,0.8914648265,8.359819605,0.8834749305,10.77236857,1.009043716,0.7760428497,0.9692587971,12.96588741,95,33.32194487
29,12000,0.02,0.8313416526,6.154624837,0.8391014409,8.555742941,0.9907522644,0.7193559788,0.9244988352,10.38583768,114,38.02939972
29,12000,0.05,0.8101222414,4.24413345,0.8434568653,7.257750378,0.9604785671,0.584772585,0.9276887676,8.779724097,132,25.40157083
29,12000,0.1,0.8400688481,4.233517924,0.873681957,7.424901036,0.9615270653,0.5701783637,0.9559865574,8.88970822,141,48.94436204
29,12000,0.2,0.880052696,4.53345602,0.8991359468,8.068837383,0.9787760118,0.5618474887,0.977815592,9.54276343,144,50.03662122
29,14000,0.01,0.9203357984,8.965291475,0.9135933861,11.68439139,1.007380102,0.7672878437,0.9998952799,13.99617097,75,27.16361205
29,14000,0.02,0.8801940314,6.054865261,0.8930760401,8.914314189,0.9855756866,0.6792295103,0.9793318925,10.71940936,93,27.23221302
29,14000,0.05,0.8810561041,4.234791577,0.9107724277,7.483736693,0.9673723943,0.5658659237,0.9969655293,8.967244988,113,32.06553992
29,14000,0.1,0.9100356745,4.133453809,0.9323015803,7.536150435,0.9761172712,0.5484834525,1.018427267,8.992837691,125,43.54174126
29,14000,0.2,0.9310205667,4.333282678,0.9491777292,8.07154238,0.98087064,0.5368593106,1.035192431,9.600716102,133,25.54929267
30,6000,0.01,0.71,4.5,0.7050383964,6.896800315,1.007037352,0.6524764811,0.7056723769,6.909209292,64,23.2717564
30,6000,0.02,0.58,4,0.5591644602,6.120811991,1.037261917,0.653508065,0.5597255139,6.133101135,65,14.75336155
30,6000,0.05,0.39,3.5,0.3286269175,5.637919721,1.186756103,0.6207963528,0.3291283298,5.655137295,66,19.59833718
30,6000,0.1,0.27,3.4,0.1968667476,5.541340439,1.37148606,0.6135699543,0.1973424191,5.568150883,67,19.14809954
30,6000,0.2,0.17,3.4,0.1148663479,5.507596578,1.479980892,0.6173291656,0.1153239505,5.551566128,67,23.6125476
30,8000,0.01,0.8,6.1,0.7902080102,8.917934762,1.012391661,0.6840148715,0.7912944956,8.942474799,96,34.35060764
30,8000,0.02,0.68,5.1,0.6709617111,7.87494312,1.013470648,0.6476237253,0.6720182007,7.899762257,98,34.50466951
30,8000,0.05,0.5,4.3,0.4682077992,7.143831852,1.067901904,0.6019178627,0.4692408273,7.175390149,100,29.1705006
30,8000,0.1,0.39,4,0.3378847605,6.959128538,1.154239686,0.5747846125,0.3389054679,7.001237354,100,29.55169181
30,8000,0.2,0.32,4,0.2663336099,6.910180083,1.20150063,0.5788561154,0.2673421099,6.962611397,100,35.10884136
30,10000,0.01,0.85,7.4,0.8426385929,10.05947196,1.008736138,0.7356250936,0.8898421041,11.21807643,111,38.76105291
30,10000,0.02,0.76,6,0.7616555333,8.626494323,0.9978264016,0.6955316697,0.7956293459,9.413231171,126,43.94689853
30,10000,0.05,0.66,4.5,0.6920579445,7.700813413,0.9536773694,0.5843538544,0.7111860265,8.132388427,136,26.35766548
30,10000,0.1,0.67,4.3,0.7039551851,7.854564223,0.9517651325,0.5474523956,0.7150912728,8.10503746,137,39.33504554
30,10000,0.2,0.71,4.5,0.7196413686,8.216383816,0.986602537,0.5476861964,0.7260079277,8.362405111,133,46.29652076
30,12000,0.01,0.89,8.3,0.8820881327,10.68537547,1.008969475,0.7767625968,0.9678723101,12.86476802,95,28.01688629
30,12000,0.02,0.83,6.1,0.837790331,8.48048869,0.9907013357,0.7192981706,0.9231883285,10.29747632,114,22.35639906
30,12000,0.05,0.81,4.2,0.8428074897,7.203120456,0.9610735664,0.5830806281,0.9270401131,8.714870896,132,30.52276685
30,12000,0.1,0.84,4.2,0.8732700118,7.373805435,0.9619018043,0.5695837837,0.95557546,8.829265107,142,43.73768047
30,12000,0.2,0.88,4.5,0.8988045145,8.01507732,0.9790783044,0.5614418702,0.9774853763,9.479769197,144,49.92404812
30,14000,0.01,0.92,8.9,0.9126031821,11.58078233,1.008105185,0.768514574,0.9989051141,13.87466208,75,22.7140378
30,14000,0.02,0.88,6,0.8923235264,8.833011868,0.9861893966,0.6792700032,0.9785794044,10.6232223,93,18.21247466
30,14000,0.05,0.88,4.2,0.9104313986,7.427686779,0.9665747483,0.5654519536,0.9966245141,8.900660952,113,32.766518
30,14000,0.1,0.91,4.1,0.9320813556,7.484048687,0.9763096264,0.5478318183,1.018207055,8.931022147,125,43.48466386
30,14000,0.2,0.93,4.3,0.9490150565,8.017730446,0.9799633774,0.53631137,1.035029775,9.536981333,133,25.85967833
31,6000,0.01,0.7084353061,4.482442538,0.7034846368,6.869891356,1.007037352,0.6524764811,0.704118806,6.882282919,64,22.96382695
31,6000,0.02,0.577772028,3.98094637,0.5570165245,6.091656069,1.037261917,0.653508065,0.5575778919,6.103940732,65,23.29836585
31,6000,0.05,0.3877497757,3.482450823,0.326730804,5.609650907,1.186756103,0.6207963528,0.3272326539,5.626896695,66,23.71637407
31,6000,0.1,0.2683765481,3.383308478,0.1956830302,5.514136496,1.37148606,0.6135699543,0.1961591399,5.541001651,67,19.59850615
31,6000,0.2,0.1689976068,3.383309222,0.1141890464,5.480559498,1.479980892,0.6173291656,0.1146470599,5.524612835,67,23.79620843
31,8000,0.01,0.7987474218,6.0824568,0.7889707635,8.892287367,1.012391661,0.6840148715,0.7900573047,8.916796486,96,27.81656546
31,8000,0.02,0.6781847034,5.077548724,0.6691705427,7.840275959,1.013470648,0.6476237253,0.6702271003,7.865053626,98,21.36968063
31,8000,0.05,0.4977345771,4.278112945,0.4660864219,7.107469656,1.067901904,0.6019178627,0.4671195428,7.139013219,100,29.09543598
31,8000,0.1,0.3882574236,3.979912244,0.3363750425,6.924180219,1.154239686,0.5747846125,0.3373958359,6.966269447,100,19.10085426
31,8000,0.2,0.3188072639,3.979947384,0.2653409046,6.875538286,1.20150063,0.5788561154,0.266349474,6.92790591,101,35.33138676
31,10000,0.01,0.849029998,7.381350009,0.8416769916,10.03411938,1.008736138,0.7356250936,0.8888928948,11.19147226,111,38.88741542
31,10000,0.02,0.7587239542,5.973438318,0.7603767078,8.58830529,0.9978264016,0.6955316697,0.7943689958,9.373341388,126,43.97957477
31,10000,0.05,0.6589822303,4.476920931,0.690990739,7.661318389,0.9536773694,0.5843538544,0.7101315905,8.091643178,136,29.87558869
31,10000,0.1,0.6692789128,4.278696283,0.7031975537,7.815649941,0.9517651325,0.5474523956,0.7143392822,8.065280255,137,47.71898955
31,10000,0.2,0.7092768267,4.477485019,0.7189083751,8.175274543,0.986602537,0.5476861964,0.7252779412,8.320783034,134,39.66754083
31,12000,0.01,0.8892887539,8.276973687,0.8813832094,10.65573152,1.008969475,0.7767625968,0.9671675449,12.83090097,95,33.64938306
31,12000,0.02,0.8292457441,6.071010369,0.8370289958,8.440186027,0.9907013357,0.7192981706,0.9224273438,10.25027106,114,39.91103272
31,12000,0.05,0.809582956,4.17874075,0.8423735542,7.166660234,0.9610735664,0.5830806281,0.9266066601,8.671579345,133,38.15941322
31,12000,0.1,0.8397249094,4.179652107,0.8729840256,7.338081291,0.9619018043,0.5695837837,0.9552900626,8.786996329,142,27.86695097
31,12000,0.2,0.8797691477,4.478600057,0.8985687291,7.976961275,0.9790783044,0.5614418702,0.9772504568,9.435103019,144,41.27022864
31,14000,0.01,0.9194983917,8.872365492,0.9121056067,11.54482399,1.008105185,0.768514574,0.998407558,13.8328856,75,26.77151023
31,14000,0.02,0.8795695642,5.970577932,0.8918870627,8.789697622,0.9861893966,0.6792700032,0.9781429557,10.57204175,93,33.17782614
31,14000,0.05,0.8797766499,4.17900475,0.9102003248,7.390556746,0.9665747483,0.5654519536,0.9963934497,8.856556781,114,40.04651817
31,14000,0.1,0.9098496808,4.08017554,0.9319273888,7.447861558,0.9763096264,0.5478318183,1.018053098,8.888087136,125,43.63493411
31,14000,0.2,0.929886779,4.279661669,0.9488995205,7.979807828,0.9799633774,0.53631137,1.034914251,9.492065201,133,41.87246543
32,6000,0.01,0.7073410356,4.468505583,0.7023980132,6.848531268,1.007037352,0.6524764811,0.7030323147,6.860906005,64,17.45282319
32,6000,0.02,0.5762130784,3.965194416,0.5555135775,6.067552382,1.037261917,0.653508065,0.5560751656,6.079826385,65,23.40315141
32,6000,0.05,0.3859807506,3.466124293,0.3252401648,5.583351573,1.186756103,0.6207963528,0.3257423617,5.600607167,66,19.66504033
32,6000,0.1,0.2670196709,3.367143257,0.194693682,5.487790322,1.37148606,0.6135699543,0.195170161,5.514684021,67,19.16189348
32,6000,0.2,0.1681603183,3.367096729,0.1136233037,5.454297183,1.479980892,0.6173291656,0.1140816632,5.49839151,67,12.7774888
32,8000,0.01,0.7978408605,6.06905706,0.7880752985,8.872697528,1.012391661,0.6840148715,0.7891618801,8.897181372,96,33.62984777
32,8000,0.02,0.6768896937,5.059438601,0.6678927457,7.812312,1.013470648,0.6476237253,0.6689493521,7.837049708,98,34.37628436
32,8000,0.05,0.496018396,4.258627359,0.4644793631,7.075097157,1.067901904,0.6019178627,0.4655125547,7.106607969,100,29.59742916
32,8000,0.1,0.3867809064,3.960675886,0.3350958305,6.890713148,1.154239686,0.5747846125,0.3361166973,6.932762107,100,21.0335596
32,8000,0.2,0.3177388809,3.960530709,0.2644516974,6.841995106,1.20150063,0.5788561154,0.2654603292,6.894286051,101,24.32278096
32,10000,0.01,0.8483165523,7.367463686,0.8409697247,10.01524248,1.008736138,0.7356250936,0.8881947548,11.17164571,111,38.66153606
32,10000,0.02,0.7577613087,5.952250783,0.7594119653,8.55784293,0.9978264016,0.6955316697,0.7934182215,9.34143896,126,36.34700801
32,10000,0.05,0.6581667338,4.456319726,0.6901356317,7.626063714,0.9536773694,0.5843538544,0.7092867384,8.055179229,136,25.91217992
32,10000,0.1,0.6686326283,4.258489658,0.7025185158,7.778739653,0.9517651325,0.5474523956,0.7136653093,8.027547041,137,47.69964131
32,10000,0.2,0.7085867481,4.455784527,0.7182089256,8.135652417,0.986602537,0.5476861964,0.7245813656,8.28066302,134,33.1957062
32,12000,0.01,0.888755411,8.259895988,0.8808546078,10.63374578,1.008969475,0.7767625968,0.9666390619,12.80579351,95,18.76000392
32,12000,0.02,0.8286445075,6.047195053,0.836422116,8.407076927,0.9907013357,0.7192981706,0.9218207436,10.21143929,114,39.74527295
32,12000,0.05,0.809220476,4.159266451,0.8419963926,7.133261251,0.9610735664,0.5830806281,0.9262299178,8.631877692,133,34.3822495
32,12000,0.1,0.8394686109,4.160310171,0.8727175759,7.304123274,0.9619018043,0.5695837837,0.9550241615,8.746803452,142,41.05775403
32,12000,0.2,0.8795479032,4.458024502,0.8983427569,7.940313574,0.9790783044,0.5614418702,0.9770253146,9.392152709,144,50.16607103
32,14000,0.01,0.9191166633,8.851626961,0.9117269474,11.51783878,1.008105185,0.768514574,0.9980289133,13.80154351,75,26.84194681
32,14000,0.02,0.8792124448,5.94565316,0.8915249422,8.753004154,0.9861893966,0.6792700032,0.9777808476,10.52866218,93,32.81424916
32,14000,0.05,0.8795739753,4.159455131,0.9099906416,7.355983306,0.9665747483,0.5654519536,0.996183775,8.815476886,114,40.27627002
32,14000,0.1,0.9097065642,4.061242286,0.9317807995,7.413301218,0.9763096264,0.5478318183,1.017906517,8.847079356,125,37.17827953
32,14000,0.2,0.9297775168,4.260087035,0.9487880243,7.943309192,0.9799633774,0.53631137,1.034802766,9.44883447,133,46.39564113
33,6000,0.01,0.704476729,4.439729949,0.6995537229,6.80442909,1.007037352,0.6524764811,0.7001883722,6.816780922,64,22.91695039
33,6000,0.02,0.5723945201,3.938225845,0.5518321946,6.026284994,1.037261917,0.653508065,0.5523943273,6.03856879,65,19.29731657
33,6000,0.05,0.3825744774,3.444818632,0.3223699262,5.549031686,1.186756103,0.6207963528,0.3228727981,5.566357303,66,23.70343109
33,6000,0.1,0.2646300536,3.347604567,0.1929513258,5.455946048,1.37148606,0.6135699543,0.1934284625,5.482962714,67,14.2746092
33,6000,0.2,0.1666644337,3.347595137,0.1126125578,5.422706918,1.479980892,0.6173291656,0.113071542,5.467000538,67,19.38677569
33,8000,0.01,0.7955148611,6.037698032,0.7857777693,8.826851994,1.012391661,0.6840148715,0.7868644553,8.851282944,97,34.13731016
33,8000,0.02,0.673708978,5.025072859,0.6647543069,7.759247635,1.013470648,0.6476237253,0.6658110336,7.783936218,98,34.52142018
33,8000,0.05,0.4924699605,4.230670117,0.4611565528,7.028650219,1.067901904,0.6019178627,0.4621898918,7.060184481,100,19.3477422
33,8000,0.1,0.3842741595,3.936832296,0.3329240572,6.849230495,1.154239686,0.5747846125,0.3339450494,6.891304557,101,35.78208828
33,8000,0.2,0.3161239656,3.936914577,0.2631076155,6.801197175,1.20150063,0.5788561154,0.2641163422,6.853447284,101,19.23268973
33,10000,0.01,0.8465215205,7.331809029,0.8391902388,9.966773963,1.008736138,0.7356250936,0.8864383172,11.12066615,112,32.4118237
33,10000,0.02,0.7555744071,5.90928441,0.7572203,8.496068069,0.9978264016,0.6955316697,0.7912583811,9.277055035,126,44.56141209
33,10000,0.05,0.6566170516,4.426123527,0.6885106773,7.574389205,0.9536773694,0.5843538544,0.7076813393,8.002058942,137,47.81055841
33,10000,0.1,0.6676731795,4.232779087,0.7015104428,7.731775622,0.9517651325,0.5474523956,0.7126647718,7.979607766,137,47.78068752
33,10000,0.2,0.7076897345,4.429003854,0.7172997311,8.086754575,0.986602537,0.5476861964,0.7236759148,8.231162286,134,25.49461813
33,12000,0.01,0.8874978694,8.212842028,0.8796082454,10.57316877,1.008969475,0.7767625968,0.9653929796,12.73605287,95,18.85264349
33,12000,0.02,0.8274137927,6.000922817,0.8351798498,8.342747226,0.9907013357,0.7192981706,0.9205790503,10.13610836,114,33.52684304
33,12000,0.05,0.8086404275,4.131670344,0.8413928503,7.085933136,0.9610735664,0.5830806281,0.9256270467,8.575737671,133,44.50177081
33,12000,0.1,0.8391144658,4.135539204,0.8723494041,7.260633681,0.9619018043,0.5695837837,0.9546567481,8.695370308,142,41.84012847
33,12000,0.2,0.8792618777,4.432380362,0.8980506194,7.894638069,0.9790783044,0.5614418702,0.9767342503,9.33863551,144,50.04683318
33,14000,0.01,0.9182436317,8.797125957,0.910860935,11.44692144,1.008105185,0.768514574,0.9971629344,13.71882144,75,22.05997709
33,14000,0.02,0.878541519,5.90039099,0.8908446208,8.686370606,0.9861893966,0.6792700032,0.9771005494,10.44991952,93,33.47626869
33,14000,0.05,0.8792791326,4.132581783,0.9096856029,7.308457874,0.9665747483,0.5654519536,0.9958787488,8.759030432,114,32.78740632
33,14000,0.1,0.9095176441,4.037130698,0.9315872952,7.369288463,0.9763096264,0.5478318183,1.017713025,8.794863593,125,43.72872992
33,14000,0.2,0.9296382116,4.235665442,0.9486458709,7.897772971,0.9799633774,0.53631137,1.034660627,9.3949019,133,32.88696115
34,6000,0.01,0.7032068183,4.423855346,0.6982926866,6.780099321,1.007037352,0.6524764811,0.6989274908,6.792432234,64,15.05476856
34,6000,0.02,0.5706645833,3.921532075,0.5501644029,6.000740136,1.037261917,0.653508065,0.5507267842,6.013014389,65,23.29067755
34,6000,0.05,0.3807796828,3.428330909,0.3208575728,5.522472698,1.186756103,0.6207963528,0.3213608044,5.539809124,66,14.17800912
34,6000,0.1,0.2633215758,3.331527291,0.1919972674,5.429743207,1.37148606,0.6135699543,0.1924747682,5.456784537,67,23.93477397
34,6000,0.2,0.1658656384,3.331501509,0.1120728243,5.39663715,1.479980892,0.6173291656,0.1125321456,5.440963152,67,20.73450377
34,8000,0.01,0.7944643355,6.020766697,0.7847401021,8.802099118,1.012391661,0.6840148715,0.7858268353,8.826494855,97,22.66989525
34,8000,0.02,0.6722540068,5.005220363,0.6633186746,7.728593267,1.013470648,0.6476237253,0.6643754567,7.753238872,98,23.87309909
34,8000,0.05,0.4906700731,4.210677325,0.4594711102,6.995435069,1.067901904,0.6019178627,0.4605045246,7.026937869,100,31.69572171
34,8000,0.1,0.3828151752,3.917636088,0.3316600353,6.815833275,1.154239686,0.5747846125,0.332681101,6.857865029,101,25.66918768
34,8000,0.2,0.315079521,3.917654554,0.262238332,6.767924619,1.20150063,0.5788561154,0.2632471205,6.820094995,101,19.71458262
34,10000,0.01,0.8456977989,7.312872419,0.838373651,9.94103176,1.008736138,0.7356250936,0.8856323083,11.09336041,112,39.54136924
34,10000,0.02,0.754502068,5.885386441,0.756145625,8.461708786,0.9978264016,0.6955316697,0.790199361,9.241033311,126,26.40158028
34,10000,0.05,0.6557628827,4.40504605,0.6876150192,7.538319491,0.9536773694,0.5843538544,0.7067964875,7.964758217,137,39.2027391
34,10000,0.1,0.6670145175,4.212580948,0.7008184001,7.694880837,0.9517651325,0.5474523956,0.7119779136,7.94189151,137,39.36709912
34,10000,0.2,0.7069951551,4.407474604,0.7165957198,8.047445113,0.986602537,0.5476861964,0.7229748084,8.191358497,134,46.64907787
34,12000,0.01,0.8868425237,8.192999235,0.8789587255,10.54762326,1.008969475,0.7767625968,0.9647436064,12.70695418,96,33.88296708
34,12000,0.02,0.8267581623,5.974262247,0.8345180657,8.305682527,0.9907013357,0.7192981706,0.9199175717,10.09256768,114,33.02786514
34,12000,0.05,0.8082655159,4.111832236,0.8410027538,7.051910213,0.9610735664,0.5830806281,0.9252373842,8.535290021,133,46.17975241
34,12000,0.1,0.838853455,4.116201223,0.8720780554,7.226682607,0.9619018043,0.5695837837,0.9543859585,8.655184834,142,49.33919301
34,12000,0.2,0.8790379745,4.411941177,0.8978219317,7.858233259,0.9790783044,0.5614418702,0.976506403,9.295969426,144,49.86194553
34,14000,0.01,0.917775033,8.773444521,0.9103961039,11.41610689,1.008105185,0.768514574,0.9966981214,13.68310075,76,22.00110437
34,14000,0.02,0.8781585095,5.873009927,0.8904562477,8.646061064,0.9861893966,0.6792700032,0.9767121896,10.4022274,93,32.88678904
34,14000,0.05,0.879071027,4.112727931,0.9094703007,7.2733464,0.9665747483,0.5654519536,0.9956634555,8.717307446,114,26.29601251
34,14000,0.1,0.9093717065,4.018203313,0.9314378164,7.334738837,0.9763096264,0.5478318183,1.017563555,8.75386833,126,43.74831216
34,14000,0.2,0.9295277589,4.216208851,0.9485331598,7.861494436,0.9799633774,0.53631137,1.034547928,9.351931255,133,46.97566002
35,6000,0.01,0.7013979233,4.403975085,0.6964964324,6.749630389,1.007037352,0.6524764811,0.6971314579,6.76194385,64,18.78640082
35,6000,0.02,0.5682383936,3.901486377,0.5478253701,5.970066149,1.037261917,0.653508065,0.5483881019,5.982337476,65,12.87617429
35,6000,0.05,0.3784474539,3.410058185,0.3188923595,5.49303837,1.186756103,0.6207963528,0.3193960619,5.510404991,67,14.69275188
35,6000,0.1,0.261623176,3.314110921,0.1907589028,5.401357902,1.37148606,0.6135699543,0.1912368804,5.428459784,67,15.29903409
35,6000,0.2,0.1648108249,3.314089955,0.1113601032,5.368432499,1.479980892,0.6173291656,0.1118198736,5.412853099,67,23.68212789
35,8000,0.01,0.7929925831,5.998878313,0.7832863639,8.770099252,1.012391661,0.6840148715,0.7843731635,8.794452931,97,33.94223781
35,8000,0.02,0.6701693257,4.981072447,0.6612617022,7.691306313,1.013470648,0.6476237253,0.6623185642,7.71591123,99,34.69355722
35,8000,0.05,0.4882619382,4.187840063,0.457216095,6.957494241,1.067901904,0.6019178627,0.4582496111,6.988983986,100,19.24172237
35,8000,0.1,0.3809812868,3.896665062,0.3300712073,6.779348259,1.154239686,0.5747846125,0.331092366,6.821360399,101,24.14969042
35,8000,0.2,0.3138230832,3.896716599,0.2611926082,6.731753358,1.20150063,0.5788561154,0.2622014713,6.783856924,101,35.18480461
35,10000,0.01,0.8445536722,7.287942763,0.837239433,9.907142683,1.008736138,0.7356250936,0.8845128053,11.0575094,112,31.14825679
35,10000,0.02,0.7530475741,5.855386207,0.7546879627,8.418575979,0.9978264016,0.6955316697,0.7887629834,9.19595488,126,35.42305337
35,10000,0.05,0.6546728137,4.380859333,0.6864720027,7.496928958,0.9536773694,0.5843538544,0.7056672955,7.922052515,137,47.56921928
35,10000,0.1,0.6662413186,4.190312774,0.7000060161,7.654204837,0.9517651325,0.5474523956,0.7111716272,7.900332667,137,30.53642128
35,10000,0.2,0.7062160733,4.383924418,0.7158060586,8.004445696,0.986602537,0.5476861964,0.7221884108,8.147822373,134,46.31328243
35,12000,0.01,0.8860051678,8.162384773,0.8781288135,10.50821037,1.008969475,0.7767625968,0.9639138811,12.66160533,96,29.9683302
35,12000,0.02,0.8259027889,5.941171696,0.8336546638,8.259678586,0.9907013357,0.7192981706,0.9190545687,10.03860523,114,32.88782835
35,12000,0.05,0.8078168247,4.089306247,0.8405358891,7.013277495,0.9610735664,0.5830806281,0.9247710392,8.489398906,133,27.49882584
35,12000,0.1,0.8385560021,4.094850291,0.8717688212,7.18919746,0.9619018043,0.5695837837,0.9540773616,8.610828298,142,39.75693625
35,12000,0.2,0.8787878355,4.389510078,0.8975664475,7.818280594,0.9790783044,0.5614418702,0.976251858,9.249149102,144,48.41943955
35,14000,0.01,0.917187854,8.737541095,0.9098136458,11.36938894,1.008105185,0.768514574,0.9961156859,13.62861707,76,22.4508378
35,14000,0.02,0.8776560632,5.840095149,0.889946765,8.597604961,0.9861893966,0.6792700032,0.9762027245,10.34497534,94,32.86953498
35,14000,0.05,0.8788298762,4.090376635,0.9092208106,7.233818203,0.9665747483,0.5654519536,0.9954139756,8.670343887,114,34.18422868
35,14000,0.1,0.9092085112,3.997331452,0.9312706611,7.296639806,0.9763096264,0.5478318183,1.01739641,8.708662648,126,30.69077329
35,14000,0.2,0.9294049676,4.194847657,0.9484078579,7.821664599,0.9799633774,0.53631137,1.034422639,9.304754848,133,33.86066561
36,6000,0.01,0.6999462118,4.387059825,0.6950548658,6.723705685,1.007037352,0.6524764811,0.6956900694,6.736000755,64,18.64755197
36,6000,0.02,0.5662349652,3.883372677,0.5458939115,5.942348511,1.037261917,0.653508065,0.5464569347,5.954612452,65,22.34504679
36,6000,0.05,0.3763444465,3.39228186,0.3171202958,5.464403656,1.186756103,0.6207963528,0.3176244271,5.48179117,67,14.03519922
36,6000,0.1,0.2600457893,3.296761865,0.1896087732,5.373082307,1.37148606,0.6135699543,0.190087198,5.400231463,67,23.82940134
36,6000,0.2,0.1638304876,3.296714648,0.1106977046,5.340286563,1.479980892,0.6173291656,0.1111578962,5.384780044,67,23.56759864
36,8000,0.01,0.791786773,5.981036718,0.782095313,8.744015616,1.012391661,0.6840148715,0.7831821671,8.768335088,97,33.95790583
36,8000,0.02,0.6684945478,4.959747607,0.6596091848,7.658378489,1.013470648,0.6476237253,0.6606661111,7.682940993,99,34.66846199
36,8000,0.05,0.4861583499,4.166169134,0.4552462621,6.921491106,1.067901904,0.6019178627,0.4562798676,6.952956329,100,35.39362142
36,8000,0.1,0.379271633,3.875904294,0.3285900125,6.743229046,1.154239686,0.5747846125,0.3296112584,6.785209608,101,35.45634976
36,8000,0.2,0.3126149853,3.875849871,0.2601871173,6.695705146,1.20150063,0.5788561154,0.2611960524,6.747734086,101,36.73625289
36,10000,0.01,0.8436028931,7.268044093,0.836296888,9.880092667,1.008736138,0.7356250936,0.8835825089,11.02895277,112,21.84014457
36,10000,0.02,0.7518226422,5.829652211,0.7534603625,8.38157695,0.9978264016,0.6955316697,0.7875533549,9.157246143,126,38.73354655
36,10000,0.05,0.6536945459,4.357917535,0.6854462178,7.457668845,0.9536773694,0.5843538544,0.7046539497,7.881485976,137,38.26543379
36,10000,0.1,0.6654989881,4.168357973,0.6992260647,7.614101256,0.9517651325,0.5474523956,0.7103975421,7.859344587,137,39.28296529
36,10000,0.2,0.7054419617,4.360494194,0.7150214349,7.961665316,0.986602537,0.5476861964,0.7214070379,8.104505932,134,26.88922351
36,12000,0.01,0.8853002641,8.137688319,0.8774301762,10.47641628,1.008969475,0.7767625968,0.9632154012,12.62508906,96,33.48990329
36,12000,0.02,0.8251288462,5.912672139,0.8328734568,8.220057246,0.9907013357,0.7192981706,0.9182737239,9.992199892,115,28.38322237
36,12000,0.05,0.8073964748,4.067753535,0.8400985138,6.976313976,0.9610735664,0.5830806281,0.9243341511,8.445465332,133,45.64561618
36,12000,0.1,0.8382652298,4.073808847,0.8714665323,7.15225567,0.9619018043,0.5695837837,0.953775696,8.567105351,142,51.18300411
36,12000,0.2,0.8785386381,4.367218145,0.8973119251,7.7785758,0.9790783044,0.5614418702,0.9759982714,9.202616121,144,35.41982324
36,14000,0.01,0.9166882815,8.708139141,0.9093180899,11.33113078,1.008105185,0.768514574,0.9956201492,13.58403977,76,27.15171287
36,14000,0.02,0.8772205772,5.810245751,0.8895051805,8.553661613,0.9861893966,0.6792700032,0.9757611551,10.29300424,94,23.01500967
36,14000,0.05,0.8785975939,4.068777316,0.9089804957,7.195619875,0.9665747483,0.5654519536,0.9951736705,8.624955007,114,32.91814281
36,14000,0.1,0.9090471102,3.976719871,0.9311053437,7.259015886,0.9763096264,0.5478318183,1.017231102,8.664018471,126,43.95541789
36,14000,0.2,0.929282274,4.173612696,0.9482826556,7.782070136,0.9799633774,0.53631137,1.034297449,9.257856261,133,46.02430658
37,6000,0.01,0.6977308331,4.363198525,0.6928549686,6.687135325,1.007037352,0.6524764811,0.6934904452,6.699407639,64,23.11774628
37,6000,0.02,0.5633394398,3.860411248,0.5431024031,5.907212863,1.037261917,0.653508065,0.5436658502,5.919476216,65,18.52278484
37,6000,0.05,0.3736790266,3.372254242,0.3148743247,5.432142484,1.186756103,0.6207963528,0.3153790052,5.449569713,67,23.84546351
37,6000,0.1,0.2581675313,3.277942134,0.1882392675,5.342409796,1.37148606,0.6135699543,0.1887182304,5.369631232,67,12.99111942
37,6000,0.2,0.1626607896,3.277940454,0.1099073579,5.309874596,1.479980892,0.6173291656,0.1103680571,5.354482749,67,14.89328338
37,8000,0.01,0.7899454255,5.95211099,0.7802765035,8.701727459,1.012391661,0.6840148715,0.7813634412,8.725987638,97,34.09508762
37,8000,0.02,0.6660552317,4.931234809,0.6572022911,7.614351692,1.013470648,0.6476237253,0.6582593117,7.638864689,99,34.66921652
37,8000,0.05,0.4833545226,4.140691739,0.4526207146,6.879164078,1.067901904,0.6019178627,0.4536544402,6.910622156,101,31.40865054
