status,height_Mm,temperature_K,pressure_dyn_cm2,pressure_Pa,i_ne_over_nH,f_cm3,f_1e16_cm3,proton_fraction_np_over_nH,f_proton_cm3,f_proton_1e16_cm3,ne_cm3,nH_cm3,n2_cm3,hydrogen_population_sum_over_nH,reconstructed_pressure_Pa,pressure_relative_error,center_index,n_depth_points,iterations,duration_s,bc_type,boundary_source,Nhalf_points,Nrays,threads_per_model,JTol,popsTol,error_type,error_message
ok,24,12000,0.02,0.002,0.9286562650613854,1.0654715518202512e+17,10.654715518202512,0.8432607794923104,8.785281373877928e+16,8.785281373877927,5563869458.932976,5991312036.8225765,290.5440628908468,1.0,0.0019999708982988,-1.4550850578045824e-05,45,91,113,26.9903902799997,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,24,12000,0.05,0.005,0.9300280121137268,9.024099175824925e+16,9.024099175824924,0.845798706581638,7.46355665538674e+16,7.463556655386739,13920914810.909184,14968274750.424284,2147.492679288684,1.0,0.0049999891784312,-2.164313753216795e-06,45,91,132,45.98764478499652,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,24,12000,0.1,0.01,0.9575408397400952,9.128503009017229e+16,9.128503009017228,0.8752394410725253,7.626735961749837e+16,7.626735961749837,28279615367.100758,29533586655.97665,8760.873984717682,1.0,0.0099999958563713,-4.143628638125784e-07,45,91,141,41.024585784995,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,24,12000,0.2,0.02,0.9790941102924642,9.795459158117798e+16,9.7954591581178,0.9004191716853571,8.284482574923982e+16,8.284482574923983,57228792983.40764,58450758085.25994,33435.234566044026,1.0,0.0199999982981485,-8.509257517358426e-08,45,91,143,36.69363908100058,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,24,14000,0.01,0.001,1.0026238943515378,1.4243126770406163e+17,14.243126770406164,0.9163221056616973,1.189667414906936e+17,11.89667414906936,2483270464.328576,2476771677.1149454,43.29549472114128,1.0,0.0009999829601762,-1.7039823703522e-05,45,91,74,26.437872661001165,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,24,14000,0.02,0.002,0.9817454679915252,1.1012927808767917e+17,11.012927808767914,0.8954896978690551,9.162757017896608e+16,9.162757017896608,4912255144.997705,5003593400.891676,219.1084063072237,1.0,0.001999980673654,-9.663172989863786e-06,45,91,92,32.60718156900839,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,24,14000,0.05,0.005,0.998220213992324,9.217988926439331e+16,9.21798892643933,0.9120271636387756,7.69482963309981e+16,7.694829633099809,12388129469.049383,12410216999.617523,1664.8506845322236,1.0,0.0049999934106074,-1.3178785026810025e-06,45,91,113,30.23311563199968,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,24,14000,0.1,0.01,1.0192704481812136,9.236320124878978e+16,9.236320124878976,0.9331448126355014,7.741376744389789e+16,7.741376744389789,25045821415.35298,24572302140.265865,6791.591909856777,1.0000000000000002,0.0099999970289054,-2.971094554410358e-07,45,91,125,35.89038633000746,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,24,14000,0.2,0.02,1.035824240232234,9.855436249959136e+16,9.855436249959135,0.9498096038309112,8.28660859200301e+16,8.28660859200301,50508066522.65248,48761232418.4733,25884.84892150021,1.0,0.0199999983903105,-8.048447030367667e-08,45,91,132,24.78408868299448,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,6000,0.01,0.001,0.715411897335426,7.086313818952196e+16,7.086313818952196,0.7147790855162954,7.073783080007755e+16,7.073783080007755,4793807505.718142,6700765703.747489,324.2954092777897,1.0,0.0010000280881349,2.808813492644752e-05,45,91,63,22.649888823987567,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,6000,0.02,0.002,0.5725892230587416,6.309104796545617e+16,6.309104796545617,0.5720300101846749,6.296787380749523e+16,6.296787380749524,8334265133.186922,14555399922.942513,1100.9481939226337,1.0000000000000002,0.0020000503955513,2.5197775657898398e-05,45,91,65,18.356038618003367,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,6000,0.05,0.005,0.3404075020210025,5.823374681831106e+16,5.8233746818311065,0.3399086122871447,5.806318107399298e+16,5.806318107399298,14402874060.171747,42310683444.58259,3562.243416010796,1.0,0.0050000945756708,1.8915134159837307e-05,45,91,66,19.310058888993808,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,6000,0.1,0.01,0.2044104481473542,5.72982645032918e+16,5.72982645032918,0.2039373095221037,5.703332063925102e+16,5.703332063925102,19120059602.128723,93537584675.4446,6380.2400012997305,0.9999999999999998,0.0100000819827654,8.198276542706327e-06,45,91,66,23.550562552001796,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,6000,0.2,0.02,0.1193972898700801,5.711975984454895e+16,5.711975984454895,0.1189420837892183,5.668504819045649e+16,5.668504819045649,23911300531.301632,200266694137.8673,10009.676067515697,1.0,0.020000099547423,4.977371150828579e-06,45,91,66,23.551551234995717,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,8000,0.01,0.001,0.7992553897200968,9.131606049858266e+16,9.131606049858265,0.7981692594357065,9.10680452833326e+16,9.10680452833326,3837876840.033141,4801815401.429053,161.3001980028627,1.0,0.0009999711366403,-2.886335960560274e-05,45,91,95,27.6903640320088,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,8000,0.02,0.002,0.6830025047844648,8.11590035970892e+16,8.11590035970892,0.6819464256599543,8.09082166236491e+16,8.09082166236491,6990330516.00016,10234706998.923964,602.0862573117596,0.9999999999999998,0.0019999448603941,-2.756980292629649e-05,45,91,97,22.965179131002515,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,8000,0.05,0.005,0.4818719824131463,7.392817605431155e+16,7.392817605431155,0.4808394932303675,7.36117091498651e+16,7.36117091498651,13911203031.15499,28869084609.3389,2617.6970690017374,1.0,0.0049999153884967,-1.6922300644442442e-05,45,91,99,30.224432282993803,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,8000,0.1,0.01,0.347934717480908,7.21018103822251e+16,7.21018103822251,0.3469145132937654,7.167960057101297e+16,7.167960057101297,21965587275.424908,63131346691.869606,6691.746320883693,1.0,0.009999942121243,-5.787875698506916e-06,45,91,99,31.231025253990083,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,8000,0.2,0.02,0.273271555518047,7.1698815585186296e+16,7.16988155851863,0.2722634636354298,7.1170801052871496e+16,7.117080105287149,36399220282.85768,133197984012.11154,18478.7325479019,1.0,0.0199999777469397,-1.1126530120864062e-06,45,91,100,35.41255921901029,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,10000,0.01,0.001,0.8960417477074125,1.1435674082950224e+17,11.435674082950223,0.8489187617003143,1.026449397999426e+17,10.264493979994262,3274040082.940047,3653892345.21373,93.73595633229736,1.0,0.0009999738149746,-2.618502534983483e-05,45,91,110,31.52212589400005,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,10000,0.02,0.002,0.8034876874450765,9.672910166272189e+16,9.672910166272189,0.7696280931552506,8.874839882705296e+16,8.874839882705295,6159330281.978396,7665743207.047496,392.2020247306466,1.0,0.0019999543345237,-2.283273810342948e-05,45,91,125,37.74495497099997,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,10000,0.05,0.005,0.7174832226629627,8.378176274298384e+16,8.378176274298385,0.6984307288575522,7.939125564736722e+16,7.939125564736722,14405994942.923977,20078511229.09279,2477.0628296780574,1.0,0.0049999661008671,-6.779826574113133e-06,45,91,135,47.06872215599287,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,10000,0.1,0.01,0.7195197575802027,8.343098819499504e+16,8.343098819499504,0.7084166675494958,8.087596602262253e+16,8.087596602262252,28861343369.50678,40111953932.39732,9984.025829176777,1.0000000000000002,0.0099999877148887,-1.228511124079512e-06,45,91,136,47.633196434006095,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,10000,0.2,0.02,0.7302799969577454,8.611452062202645e+16,8.611452062202645,0.7239309130621211,8.462366343761142e+16,8.462366343761142,58238929752.41041,79748767589.18013,39386.77140866117,1.0,0.019999998488341,-7.558294823351018e-08,45,91,133,46.319364156996016,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,12000,0.01,0.001,0.97252160134988,1.3143437152606834e+17,13.143437152606834,0.8867384650071678,1.0927014899507682e+17,10.927014899507682,2851244131.885344,2931805450.827785,61.85287003101929,1.0,0.0009999784553508,-2.1544649141764724e-05,45,91,94,27.572652199000004,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,12000,0.02,0.002,0.927989105427356,1.061176647745701e+17,10.61176647745701,0.842593314230327,8.748587636868122e+16,8.748587636868121,5561713735.084798,5993296367.982173,291.493972626917,1.0000000000000002,0.0019999708266309,-1.4586684534941344e-05,45,91,113,21.65359732499928,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,12000,0.05,0.005,0.9296172028719129,8.979727744981158e+16,8.979727744981158,0.8453874417643383,7.426196728093765e+16,7.426196728093765,13917601515.435524,14971325264.247677,2157.076889671999,1.0,0.0049999891843079,-2.163138411621912e-06,45,91,132,46.20946704300877,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,12000,0.1,0.01,0.9572585339661192,9.083901394662947e+16,9.083901394662949,0.8749565541431731,7.589040931781269e+16,7.589040931781269,28275183656.392166,29537666840.369923,8801.130440192002,1.0,0.0099999958567205,-4.143279408799771e-07,45,91,141,49.38857611900312,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,12000,0.2,0.02,0.9788588178775668,9.74792509476492e+16,9.74792509476492,0.9001830135473221,8.243918611030534e+16,8.243918611030534,57221559387.04756,58457418314.03178,33589.78271636354,1.0,0.0199999983718168,-8.140915996879272e-08,45,91,144,26.861131499987096,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,14000,0.01,0.001,1.0022086335513622,1.4210634256639042e+17,14.21063425663904,0.9159068289140956,1.1868607748776368e+17,11.868607748776368,2482735284.586193,2477263916.3848863,43.37578732947509,1.0,0.0009999828574257,-1.7142574244670417e-05,45,91,74,26.55628230299044,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,14000,0.02,0.002,0.9813492893045976,1.0964985131544483e+17,10.964985131544482,0.8950935057060337,9.122158938193278e+16,9.122158938193278,4911213713.782873,5004552168.43643,219.973122198402,1.0,0.0019999806618593,-9.669070343649652e-06,45,91,92,26.99488397999085,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,14000,0.05,0.005,0.99799635809389,9.172319414862666e+16,9.172319414862663,0.9118032986145608,7.65638167619704e+16,7.65638167619704,12386681678.686457,12411549980.346855,1672.7490187540964,1.0,0.0049999934170568,-1.316588632213622e-06,45,91,113,23.91457356300089,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,14000,0.1,0.01,1.019116420397736,9.1909032836655e+16,9.1909032836655,0.9329907755662824,7.703095773532624e+16,7.703095773532624,25043868746.35224,24574099921.35956,6824.088366800675,1.0,0.0099999970289022,-2.971097772322406e-07,45,91,125,43.76203658099985,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,25,14000,0.2,0.02,1.035707910392521,9.80760304788467e+16,9.80760304788467,0.949693262002984,8.246221704422622e+16,8.246221704422622,50505162897.66864,48763905721.76646,26008.102763398463,1.0,0.0199999983897006,-8.051497021183128e-08,45,91,132,36.81828608700016,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,6000,0.01,0.001,0.7137461846747505,7.055343226585593e+16,7.055343226585593,0.7131131745789308,7.042834233529483e+16,7.042834233529483,4787072305.59314,6706967278.255334,324.80434364448297,1.0,0.0010000281437403,2.8143740304605383e-05,45,91,63,22.854618149998718,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,6000,0.02,0.002,0.5703474583061643,6.27726919582248e+16,6.27726919582248,0.5697879293642047,6.264958836953314e+16,6.264958836953315,8312869870.997762,14575097600.479507,1100.857766911301,1.0,0.002000050351598,2.5175799024494683e-05,45,91,65,20.535286013997396,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,6000,0.05,0.005,0.3383855266602636,5.7923213696093e+16,5.7923213696093,0.3378861946347701,5.775239329408545e+16,5.775239329408545,14337643536.148586,42370735171.96693,3548.974738318588,1.0,0.0050000941583211,1.883166422661508e-05,45,91,66,15.941799278996768,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,6000,0.1,0.01,0.2031369253950296,5.699709378204514e+16,5.699709378204514,0.2026633409895134,5.673164258790238e+16,5.673164258790238,19019688722.551857,93629893657.02605,6346.78954835978,1.0000000000000002,0.0100000729520532,7.295205327328967e-06,45,91,67,23.265984105004463,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,6000,0.2,0.02,0.1186676597043353,5.682039481171179e+16,5.682039481171179,0.1182120338040463,5.638490727714903e+16,5.638490727714904,23779563522.56596,200387903341.26056,9951.842876093422,1.0,0.0200000925042149,4.625210744783891e-06,45,91,67,23.688024053000845,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,8000,0.01,0.001,0.7979293773038676,9.100249855347133e+16,9.100249855347132,0.796843188353298,9.075491115101091e+16,9.075491115101093,3834205091.7344265,4805193543.1803055,161.54642915484462,1.0,0.0009999708535909,-2.9146409034333173e-05,45,91,95,27.720903495006496,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,8000,0.02,0.002,0.6811080503987758,8.077151182317709e+16,8.077151182317708,0.6800519013345059,8.052121198655651e+16,8.052121198655652,6978412053.274913,10245675483.044409,602.9134986590508,0.9999999999999998,0.0019999443094025,-2.7845298742777344e-05,45,91,97,34.46485080099956,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,8000,0.05,0.005,0.4796418828990823,7.353116028562598e+16,7.3531160285625985,0.4786093002067584,7.321490235415038e+16,7.321490235415038,13866541753.52492,28910197895.37952,2614.9591473240685,1.0,0.0049999147395817,-1.705208365048588e-05,45,91,99,21.971286008993047,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,8000,0.1,0.01,0.3463031543136486,7.171415947753781e+16,7.171415947753781,0.3452828605796109,7.129220709841464e+16,7.129220709841464,21887485666.60479,63203252393.07863,6680.159570940537,1.0,0.009999942025203,-5.797479695444917e-06,45,91,99,28.78460127400467,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,8000,0.2,0.02,0.2721907451922014,7.131292255342434e+16,7.1312922553424345,0.2711825797380069,7.0785629983007256e+16,7.078562998300725,36284117315.78539,133304008151.21092,18461.410951141264,1.0,0.0199999838975265,-8.051236710313047e-07,45,91,100,35.103663543006405,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,10000,0.01,0.001,0.8950240159059184,1.1401661763142467e+17,11.401661763142467,0.847887872062643,1.023235554725122e+17,10.23235554725122,3272000478.9688125,3655768360.2009096,93.89848038626089,1.0000000000000002,0.0009999735442483,-2.645575166511545e-05,45,91,110,38.48472649700125,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,10000,0.02,0.002,0.8021361593619531,9.627384154183024e+16,9.627384154183025,0.7682570524123249,8.831311921002286e+16,8.831311921002287,6153369851.691198,7671228606.108223,393.2943770115433,1.0,0.0019999539981283,-2.3000935831527305e-05,45,91,125,43.55761220700515,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,10000,0.05,0.005,0.7163504809779265,8.333149695721002e+16,8.333149695721001,0.6972844677347606,7.895471175208352e+16,7.895471175208352,14392296418.794847,20091138068.543198,2485.7131309283764,1.0000000000000002,0.0049999683349232,-6.333015340788394e-06,45,91,136,26.28114865999669,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,10000,0.1,0.01,0.7187219182344133,8.299075083913266e+16,8.299075083913266,0.7076129114033402,8.044506599923795e+16,8.044506599923794,28842084408.87225,40129685316.575134,10023.596902514848,1.0,0.0099999877247662,-1.2275233792977125e-06,45,91,136,27.06938543698925,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,10000,0.2,0.02,0.7295027851751802,8.565219592209035e+16,8.565219592209035,0.7231505375599747,8.416703335744133e+16,8.416703335744133,58201843254.68868,79782893825.02124,39548.951685075255,1.0,0.0199999957111629,-2.1444185038799185e-07,45,91,133,46.5903981320007,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,12000,0.01,0.001,0.9717637145050964,1.3100851862094914e+17,13.100851862094911,0.8859804088995556,1.088996330223633e+17,10.88996330223633,2850070801.960184,2932884567.944255,62.00286562806045,1.0,0.0009999782496708,-2.175032918941104e-05,45,91,94,27.601813679997576,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,12000,0.02,0.002,0.927163374217738,1.055745396703285e+17,10.557453967032847,0.8417672044741844,8.702232149224782e+16,8.702232149224782,5559043607.5641165,5995754105.639006,292.7122952872764,1.0,0.0019999707200341,-1.4639982927984116e-05,45,91,113,32.894204019001336,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,12000,0.05,0.005,0.9291537050490948,8.931217388547019e+16,8.931217388547019,0.8449234297063799,7.385335698691446e+16,7.3853356986914465,13913861652.050297,14974768519.397026,2167.627744910272,1.0,0.0049999891918508,-2.161629840055634e-06,45,91,132,32.74042050499702,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,12000,0.1,0.01,0.956953857217132,9.036849882602728e+16,9.036849882602729,0.874651249995923,7.549269260415366e+16,7.549269260415366,28270399388.625267,29542071621.757133,8843.961025965385,1.0,0.0099999958579977,-4.142002288029522e-07,45,91,141,49.21237049800402,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,12000,0.2,0.02,0.9786096499342948,9.69825729506282e+16,9.69825729506282,0.899932928621394,8.201532303733173e+16,8.201532303733172,57213897195.03504,58464472733.20519,33752.76539539195,1.0000000000000002,0.0199999983719628,-8.140185938504407e-08,45,91,144,27.17790979599522,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,14000,0.01,0.001,1.0016717758027962,1.4159273430231309e+17,14.159273430231307,0.915369950533052,1.1824516668532323e+17,11.824516668532324,2482043046.4540443,2477900552.269026,43.50885456663036,1.0,0.0009999827119034,-1.7288096550030843e-05,45,91,74,27.11569749699265,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,14000,0.02,0.002,0.980873249224156,1.0906041776841955e+17,10.906041776841954,0.8946174494223544,9.07227290118038e+16,9.07227290118038,4909961812.759014,5005704678.604152,221.0492632986467,1.0,0.0019999806432445,-9.678377745937772e-06,45,91,92,26.739655099998345,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,14000,0.05,0.005,0.997749765373434,9.122718021671645e+16,9.122718021671645,0.9115566958384728,7.614622077182147e+16,7.614622077182148,12385086481.42,12413018685.887194,1681.410811863998,1.0,0.0049999934256871,-1.3148625745487694e-06,45,91,113,25.144827187003106,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,14000,0.1,0.01,1.0189516721214562,9.142975210400352e+16,9.142975210400351,0.9328260173562242,7.662697309680078e+16,7.662697309680079,25041779854.75527,24576023122.48854,6858.716379113617,1.0,0.0099999970294801,-2.97051987695196e-07,45,91,125,43.8253988600045,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,26,14000,0.2,0.02,1.0355848366730358,9.757554324931738e+16,9.757554324931736,0.9495701755987712,8.203963959033277e+16,8.203963959033278,50502090597.38698,48766734321.4798,26138.323905509234,1.0,0.0199999983892241,-8.05387950775227e-08,45,91,132,45.87079221699969,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,6000,0.01,0.001,0.7117464929975175,7.020198813917411e+16,7.020198813917411,0.7111132439650498,7.007712467924911e+16,7.007712467924911,4778970205.987796,6714427472.4293785,325.32634523743155,1.0,0.0010000282123187,2.8212318792545862e-05,45,91,63,22.627576985003543,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,6000,0.02,0.002,0.5676789892449601,6.241841666911757e+16,6.241841666911757,0.5671190814973694,6.229534951079831e+16,6.229534951079831,8287327133.37411,14598615221.600237,1100.3129313521838,1.0,0.0020000504381597,2.5219079885594603e-05,45,91,65,15.85590999800479,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,6000,0.05,0.005,0.3360646548988596,5.759214703474772e+16,5.759214703474772,0.3355648099497955,5.742095535994639e+16,5.742095535994639,14262541586.408417,42439873930.51138,3532.0803786199835,1.0,0.0050000936166225,1.8723324512158465e-05,45,91,66,23.60034825699404,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,6000,0.1,0.01,0.2016946725227154,5.668182304694089e+16,5.6681823046940885,0.2012205774686715,5.641566838005093e+16,5.641566838005093,18905799382.623383,93734748400.42766,6305.888397414434,1.0000000000000004,0.0100000728830816,7.288308164626887e-06,45,91,67,19.64437527200789,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,6000,0.2,0.02,0.1178385716415976,5.650766501508991e+16,5.650766501508992,0.1173824636007386,5.6071072477510936e+16,5.6071072477510935,23629685069.603363,200525895217.67395,9881.173046869484,1.0,0.0200000926796846,4.6339842308881765e-06,45,91,67,23.770078085988644,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,8000,0.01,0.001,0.7963434868804712,9.063447878208893e+16,9.06344787820889,0.7952572275305914,9.038738590298525e+16,9.038738590298523,3829806869.169361,4809239897.436625,161.8304739237424,1.0,0.0009999704941204,-2.9505879595723497e-05,45,91,95,33.84155207700678,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,8000,0.02,0.002,0.6788584587547898,8.033671544969474e+16,8.033671544969474,0.6778022261970172,8.008691892380882e+16,8.008691892380881,6964225962.735185,10258730480.444277,603.7145405876698,1.0,0.0019999436091989,-2.819540054124076e-05,45,91,97,28.211451114009837,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,8000,0.05,0.005,0.4770424298792054,7.309976089182226e+16,7.309976089182226,0.4760097373224958,7.278361345909646e+16,7.278361345909646,13814322132.794443,28958267163.55701,2610.617239514984,1.0,0.0049999137517881,-1.7249642369696058e-05,45,91,99,28.869175287996768,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,8000,0.1,0.01,0.3444699885309059,7.13057878174386e+16,7.13057878174386,0.3434495934322114,7.088396697252805e+16,7.088396697252805,21799529765.501823,63284264206.79596,6664.52910125172,1.0000000000000002,0.0099999459449619,-5.405503806892031e-06,45,91,100,35.36032428799081,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,8000,0.2,0.02,0.271008421020497,7.090857099147552e+16,7.090857099147552,0.2700001746916539,7.038194295507725e+16,7.038194295507725,36157982380.64957,133420143346.4492,18437.82312291327,1.0000000000000002,0.019999984548285,-7.725857490217812e-07,45,91,100,35.42767216000357,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,10000,0.01,0.001,0.8938073436325693,1.1360849189874206e+17,11.360849189874209,0.8466554428047314,1.0193806064553027e+17,10.193806064553026,3269559371.02094,3658013546.5579767,94.09524149091538,1.0000000000000002,0.0009999732008117,-2.679918826328613e-05,45,91,110,32.49392641399754,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,10000,0.02,0.002,0.800551749744286,9.575594217015702e+16,9.575594217015702,0.7666497029210475,8.781745665830955e+16,8.781745665830956,6146371454.048607,7677669127.588433,394.52258726683294,1.0,0.0019999535849224,-2.3207538759869095e-05,45,91,125,36.11399154900573,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,10000,0.05,0.005,0.7150722646850282,8.284415302063237e+16,8.284415302063238,0.6959909620781879,7.848184338787309e+16,7.848184338787309,14376810445.1477,20105395153.98536,2494.95795465772,1.0,0.0049999682564286,-6.348714270618116e-06,45,91,136,47.564962310003466,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,10000,0.1,0.01,0.7178455320716578,8.2524681443598e+16,8.2524681443598,0.7067300118553472,7.998875220755789e+16,7.998875220755789,28820909784.73069,40149180425.42569,10065.411053871134,0.9999999999999998,0.0099999877367041,-1.2263295847553255e-06,45,91,136,47.41141828599211,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,10000,0.2,0.02,0.7286717673060972,8.51660003557829e+16,8.51660003557829,0.7223161286673357,8.368680562065387e+16,8.368680562065387,58162162760.78079,79819426757.54622,39720.512444868575,1.0000000000000002,0.0199999957021395,-2.1489302472893485e-07,45,91,133,25.37702421400172,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,12000,0.01,0.001,0.9708614494414228,1.3049418404812326e+17,13.049418404812329,0.8850779421684247,1.0845252750010478e+17,10.84525275001048,2848672789.756974,2934170258.172199,62.18619413804052,0.9999999999999998,0.0009999779923232,-2.2007676755845043e-05,45,91,94,33.007878725999035,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,12000,0.02,0.002,0.926210623817413,1.0495720971517994e+17,10.495720971517994,0.8408140169087068,8.649532728417712e+16,8.649532728417713,5555960000.447892,5998592390.949681,294.107394912123,1.0,0.0019999705892737,-1.4705363113624512e-05,45,91,113,33.12109797001176,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,12000,0.05,0.005,0.9286417736549788,8.879081062156173e+16,8.879081062156173,0.8444109300590462,7.34140666044288e+16,7.34140666044288,13909728989.537895,14978573422.11898,2179.0606393608778,1.0,0.0049999892004215,-2.1599156879714694e-06,45,91,132,25.15166341800068,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,12000,0.1,0.01,0.9566249557464794,8.987069031848426e+16,8.987069031848426,0.874321671021644,7.507185566311646e+16,7.507185566311646,28265233125.24581,29546828101.708588,8889.699197739148,1.0,0.0099999958598635,-4.1401364645615713e-07,45,91,141,41.46752891999495,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
ok,27,12000,0.2,0.02,0.9783433974159924,9.64592797146495e+16,9.64592797146495,0.8996656959774787,8.156872995719229e+16,8.15687299571923,57205707589.64169,58472012731.65825,33926.16024619338,1.0,0.0199999983722741,-8.138629197657064e-08,45,91,144,49.83116585499374,cone,Promweaver FAL-C tabulated boundary,45,10,1,0.005,0.001,,
